Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S3-015,E06,Task,Implement create user,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement create user

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-016,E06,Task,Implement update user,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement update user

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-017,E06,Task,Implement disable user,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement disable user

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-018,E06,Task,Implement assign role,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement assign role

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-019,E06,Task,Implement login rate-limit placeholder,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement login rate-limit placeholder

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-020,E06,Task,Implement frontend login page,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement frontend login page

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-021,E06,Task,Implement auth provider/state,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement auth provider/state

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-022,E06,Task,Implement protected routes,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement protected routes

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-023,E06,Task,Implement role-based navigation,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Implement role-based navigation

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-024,E06,Task,Add audit log for user/role changes,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Add audit log for user/role changes

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S3-025,E06,Task,Add tests for role access,"Detailed sprint backlog item from Sprint 3 — Authentication, Users, Roles, and Access Control.

Sprint Goal: Implement secure employee login and role-based access control.

Task: Add tests for role access

Production Gate: No protected resource may be accessible without authentication and correct role authorization.",Highest,To Do,"Authentication, users, and roles","bwc,solo-scrum,sprint-03,e06,authentication-and-roles,task","Sprint 3 — Authentication, Users, Roles, and Access Control"
BWC,S4-001,E07,Task,Implement Customer entity,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement Customer entity

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-002,E08,Task,Implement Beneficiary entity,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement Beneficiary entity

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-003,E07,Task,Implement CustomerRepository,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement CustomerRepository

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-004,E08,Task,Implement BeneficiaryRepository,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement BeneficiaryRepository

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-005,E07,Task,Implement CustomerService,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement CustomerService

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-006,E08,Task,Implement BeneficiaryService,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement BeneficiaryService

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-007,E07,Task,Implement CustomerController,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement CustomerController

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-008,E08,Task,Implement BeneficiaryController,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement BeneficiaryController

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-009,E07,Task,Add customer create endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add customer create endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-010,E07,Task,Add customer update endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add customer update endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-011,E07,Task,Add customer soft-delete endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add customer soft-delete endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-012,E07,Task,Add paginated customer list endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add paginated customer list endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-013,E07,Task,Add customer search and filters,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add customer search and filters

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-014,E07,Task,Add customer profile endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add customer profile endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-015,E08,Task,Add beneficiary create endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add beneficiary create endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-016,E08,Task,Add beneficiary update endpoint,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add beneficiary update endpoint

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-017,E08,Task,Add guardian fields,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add guardian fields

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-018,E07,Task,Add CSV import for customers/prospects,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add CSV import for customers/prospects

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-019,E07,Task,Implement frontend Customers page,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement frontend Customers page

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-020,E07,Task,Implement customer form,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement customer form

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-021,E07,Task,Implement Customer Details page,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement Customer Details page

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-022,E08,Task,Implement Beneficiaries tab,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Implement Beneficiaries tab

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Beneficiary management,"bwc,solo-scrum,sprint-04,e08,beneficiaries,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-023,E07,Task,Add role-based customer UI access,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add role-based customer UI access

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-024,E07,Task,Add validation tests,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add validation tests

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S4-025,E07,Task,Add customer CRUD tests,"Detailed sprint backlog item from Sprint 4 — Customer, Prospect, and Beneficiary Management.

Sprint Goal: Build the CRM foundation for customers, prospects, and beneficiaries.

Task: Add customer CRUD tests

Production Gate: Customer data must use validation, pagination, soft delete, and role-based access.",High,To Do,Customer and prospect management,"bwc,solo-scrum,sprint-04,e07,customers,task","Sprint 4 — Customer, Prospect, and Beneficiary Management"
BWC,S5-001,E09,Task,Implement ConsentRecord entity,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement ConsentRecord entity

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-002,E09,Task,Implement ConsentRepository,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement ConsentRepository

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-003,E09,Task,Implement ConsentService,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement ConsentService

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-004,E09,Task,Implement ConsentController,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement ConsentController

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-005,E09,Task,Add record consent endpoint,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add record consent endpoint

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-006,E09,Task,Add withdraw consent endpoint,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add withdraw consent endpoint

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-007,E09,Task,Add consent status endpoint,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add consent status endpoint

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-008,E09,Task,Add guardian consent validation,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add guardian consent validation

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-009,E09,Task,Add do-not-contact logic,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add do-not-contact logic

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-010,E09,Task,Add opt-out logic,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add opt-out logic

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-011,E09,Task,Implement EligibilityService,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement EligibilityService

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-012,E09,Task,Implement hasValidMarketingConsent,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement hasValidMarketingConsent

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-013,E09,Task,Implement hasValidGuardianConsent,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement hasValidGuardianConsent

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-014,E09,Task,Implement isCommunicationEligible,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement isCommunicationEligible

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-015,E09,Task,Implement exclusion reason generation,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Implement exclusion reason generation

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-016,E09,Task,Add consent tab in Customer Details,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add consent tab in Customer Details

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-017,E09,Task,Add compliance dashboard alerts,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add compliance dashboard alerts

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-018,E09,Task,Add audit logging for consent changes,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add audit logging for consent changes

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-019,E09,Task,Add tests for consent rules,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add tests for consent rules

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-020,E09,Task,Add tests for do-not-contact exclusion,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add tests for do-not-contact exclusion

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S5-021,E09,Task,Add tests for guardian consent exclusion,"Detailed sprint backlog item from Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility.

Sprint Goal: Implement compliance-critical consent logic before campaign features.

Task: Add tests for guardian consent exclusion

Production Gate: Consent, opt-outs, do-not-contact, guardian consent, and eligibility must not be simulated.",Highest,To Do,"Consent, opt-out, and eligibility","bwc,solo-scrum,sprint-05,e09,consent-and-eligibility,task","Sprint 5 — Consent, Opt-Out, Do-Not-Contact, and Eligibility"
BWC,S6-001,E10,Task,Implement Product entity,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement Product entity

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-002,E11,Task,Implement ProductOwnership entity,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement ProductOwnership entity

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-003,E10,Task,Implement ProductChangeRequest entity,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement ProductChangeRequest entity

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product management,"bwc,solo-scrum,sprint-06,e10,products,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
BWC,S6-004,E11,Task,Implement PaymentRecord entity,"Detailed sprint backlog item from Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments.

Sprint Goal: Implement the product and policy-related data required for campaign targeting and reminders.

Task: Implement PaymentRecord entity

Production Gate: Product and ownership data must support product-expiration campaigns and segmentation.",High,To Do,Product ownership and payment records,"bwc,solo-scrum,sprint-06,e11,product-ownership-and-payments,task","Sprint 6 — Product, Product Ownership, Product Change Requests, and Payments"
